12,17,256,17,256,58,12,58
269,18,342,18,342,57,269,57
356,18,454,18,454,57,356,57
465,27,644,17,646,55,467,65
318,140,405,140,405,184,318,184
532,204,605,204,605,248,532,248
616,206,650,206,650,242,616,242
707,206,773,206,773,242,707,242
657,209,701,209,701,242,657,242
680,252,752,252,752,297,680,297
526,267,619,248,628,290,535,309
629,254,672,254,672,293,629,293
402,349,489,349,489,396,402,396
