1266,227,1340,217,1343,241,1269,252
1180,243,1253,230,1258,256,1185,269
842,274,1005,243,1010,272,847,303
1295,254,1354,244,1360,281,1301,291
1136,252,1160,252,1160,273,1136,273
1098,259,1117,259,1117,278,1098,278
1042,266,1086,266,1086,290,1042,290
1199,266,1254,266,1254,305,1199,305
861,302,981,280,986,305,866,327
1131,283,1165,283,1165,314,1131,314
1088,290,1119,290,1119,324,1088,324
1304,295,1355,295,1355,331,1304,331
1042,297,1074,297,1074,329,1042,329
1230,310,1259,310,1259,343,1230,343
840,335,952,316,957,344,845,364
1134,322,1167,322,1167,358,1134,358
1045,338,1069,338,1069,367,1045,367
849,373,994,351,998,378,853,400
319,370,371,363,375,388,322,396
470,375,508,368,512,386,473,393
537,386,672,365,676,392,542,414
420,377,461,377,461,398,420,398
769,379,807,379,807,413,769,413
305,407,378,391,382,409,309,425
559,416,664,401,668,429,562,444
838,413,929,400,933,429,841,441
535,418,564,418,564,444,535,444
292,427,359,415,364,440,296,452
524,455,667,434,671,467,529,487
840,452,919,442,923,471,843,480
275,457,381,444,384,471,278,484
264,463,278,463,278,485,264,485
553,488,621,481,624,508,556,515
268,493,347,481,351,506,272,518
829,490,919,484,922,517,831,523
254,495,273,495,273,516,254,516
735,497,795,497,795,533,735,533
547,524,658,512,661,545,550,557
261,526,350,514,353,540,265,552
516,528,550,528,550,552,516,552
834,534,934,526,937,558,836,566
254,560,338,549,341,575,257,586
242,562,259,562,259,586,242,586
821,577,905,570,908,604,824,611
761,581,783,581,783,617,761,617
250,592,355,585,357,611,252,618
235,595,249,595,249,620,235,620
505,612,610,604,612,632,507,640
824,620,997,609,999,643,827,655
228,627,302,627,302,653,228,653
236,663,295,659,296,686,238,690
218,665,233,665,233,689,218,689
821,665,927,662,928,694,822,698
497,668,564,668,564,696,497,696
1131,692,1189,692,1189,713,1131,713
211,701,225,701,225,725,211,725
228,699,310,699,310,723,228,723
1271,706,1384,706,1384,735,1271,735
1126,714,1189,710,1190,737,1127,741
418,725,437,725,437,756,418,756
442,725,461,725,461,754,442,754
605,730,672,730,672,761,605,761
194,735,218,735,218,761,194,761
218,735,295,735,295,761,218,761
873,757,994,754,995,797,874,800
1014,756,1040,756,1040,790,1014,790
1050,756,1074,756,1074,790,1050,790
181,773,288,769,289,797,182,801
701,785,728,785,728,829,701,829
737,785,766,785,766,829,737,829
557,797,581,797,581,829,557,829
478,800,545,800,545,826,478,826
600,800,644,800,644,829,600,829
1240,797,1309,797,1309,853,1240,853
1199,805,1227,805,1227,848,1199,848
1155,807,1182,807,1182,845,1155,845
1047,809,1146,809,1146,843,1047,843
1316,809,1350,809,1350,845,1316,845
